InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
572352,21616,4 PEAR BOTANICAL DINNER CANDLES,6,2011-10-24 11:39:00,1.25,16814,United Kingdom,7.5
572241,15056BL,EDWARDIAN PARASOL BLACK,6,2011-10-21 15:20:00,5.95,12712,Germany,35.7
572669,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2011-10-25 13:10:00,8.5,16549,United Kingdom,8.5
569921,23397,FOOT STOOL HOME SWEET HOME ,2,2011-10-06 17:28:00,9.95,12523,France,19.9
540163,84050,PINK HEART SHAPE EGG FRYING PAN,24,2011-01-05 11:52:00,1.65,13089,United Kingdom,39.599999999999994
540258,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,96,2011-01-06 08:52:00,2.55,14045,United Kingdom,244.79999999999998
544412,22332,SKULLS PARTY BAG + STICKER SET,8,2011-02-18 14:21:00,1.65,16531,United Kingdom,13.2
542728,20728,LUNCH BAG CARS BLUE,20,2011-01-31 15:11:00,1.65,14006,United Kingdom,33.0
562780,23344,JUMBO BAG 50'S CHRISTMAS ,6,2011-08-09 13:03:00,2.08,14901,United Kingdom,12.48
545227,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-03-01 09:35:00,0.42,12428,Finland,10.08
552972,22848,BREAD BIN DINER STYLE PINK,1,2011-05-12 13:43:00,16.95,16043,United Kingdom,16.95
560790,15056N,EDWARDIAN PARASOL NATURAL,60,2011-07-21 10:29:00,4.95,14051,United Kingdom,297.0
560024,37448,CERAMIC CAKE DESIGN SPOTTED MUG,2,2011-07-14 13:00:00,1.49,15005,United Kingdom,2.98
555092,22149,FELTCRAFT 6 FLOWER FRIENDS,3,2011-05-31 13:08:00,2.1,16483,United Kingdom,6.300000000000001
578084,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-11-22 16:34:00,1.65,12465,Belgium,19.799999999999997
571564,21484,CHICK GREY HOT WATER BOTTLE,4,2011-10-18 10:16:00,4.25,16019,United Kingdom,17.0
540992,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-01-12 16:57:00,1.25,17364,United Kingdom,7.5
564484,48194,DOORMAT HEARTS,1,2011-08-25 13:46:00,7.95,13634,United Kingdom,7.95
542192,22966,GINGERBREAD MAN COOKIE CUTTER,6,2011-01-26 11:27:00,1.25,14049,United Kingdom,7.5
580305,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-12-02 14:26:00,0.42,12970,United Kingdom,10.5
549965,21892,TRADITIONAL WOODEN CATCH CUP GAME ,60,2011-04-13 14:17:00,1.25,16966,United Kingdom,75.0
569524,85054,FRENCH ENAMEL POT W LID,1,2011-10-04 14:42:00,2.95,14506,United Kingdom,2.95
551810,22381,TOY TIDY PINK POLKADOT,3,2011-05-04 11:32:00,2.1,15719,United Kingdom,6.300000000000001
560018,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-07-14 12:52:00,2.95,15987,United Kingdom,2.95
575908,22553,PLASTERS IN TIN SKULLS,12,2011-11-11 15:54:00,1.65,13091,United Kingdom,19.799999999999997
581134,23561,SET OF 6 RIBBONS PARTY,2,2011-12-07 13:12:00,2.89,16368,United Kingdom,5.78
569680,23171,REGENCY TEA PLATE GREEN ,12,2011-10-05 14:28:00,1.65,16803,United Kingdom,19.799999999999997
537393,22835,HOT WATER BOTTLE I AM SO POORLY,24,2010-12-06 13:59:00,4.25,13089,United Kingdom,102.0
541669,22558,CLOTHES PEGS RETROSPOT PACK 24 ,4,2011-01-20 12:29:00,1.49,17315,United Kingdom,5.96
549125,20666,ECONOMY HOLIDAY PURSE,1,2011-04-06 14:13:00,2.95,14964,United Kingdom,2.95
539294,21110,LARGE CAKE TOWEL PINK SPOTS,1,2010-12-16 16:45:00,6.75,15532,United Kingdom,6.75
549614,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-04-11 11:38:00,1.25,12720,Germany,15.0
566076,22627,MINT KITCHEN SCALES,4,2011-09-09 09:13:00,8.5,12449,Belgium,34.0
553754,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-05-19 10:25:00,3.75,16175,United Kingdom,15.0
563916,20668,DISCO BALL CHRISTMAS DECORATION,96,2011-08-21 13:43:00,0.12,13435,United Kingdom,11.52
570458,71510,SQUARE METAL CANDLEHOLDER BASE,6,2011-10-10 15:39:00,0.85,14535,United Kingdom,5.1
556112,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-06-09 09:28:00,1.25,13265,United Kingdom,15.0
561288,23287,RED VINTAGE SPOT BEAKER,8,2011-07-26 12:26:00,0.85,13379,United Kingdom,6.8
580105,23245,SET OF 3 REGENCY CAKE TINS,4,2011-12-01 15:24:00,4.95,17675,United Kingdom,19.8
572331,23505,PLAYING CARDS I LOVE LONDON ,12,2011-10-24 10:18:00,1.25,16491,United Kingdom,15.0
564061,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-08-22 14:38:00,2.95,14505,United Kingdom,11.8
573333,23473,WOODLAND SMALL RED FELT HEART,12,2011-10-30 11:34:00,0.83,12483,Sweden,9.959999999999999
556954,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-06-16 08:38:00,0.42,15585,United Kingdom,5.04
540172,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2011-01-05 12:29:00,2.1,18109,United Kingdom,4.2
571653,22944,CHRISTMAS METAL POSTCARD WITH BELLS,72,2011-10-18 12:17:00,0.39,14298,United Kingdom,28.080000000000002
562807,23295,SET OF 12 MINI LOAF BAKING CASES,12,2011-08-09 14:57:00,0.83,16053,United Kingdom,9.959999999999999
557753,21157,RED RETROSPOT WASHBAG,1,2011-06-22 13:00:00,2.1,17877,United Kingdom,2.1
540523,20973,12 PENCIL SMALL TUBE WOODLAND,5,2011-01-09 12:51:00,0.65,13069,United Kingdom,3.25
572552,22186,RED STAR CARD HOLDER,3,2011-10-24 17:07:00,5.79,14096,United Kingdom,17.37
567854,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-09-22 13:37:00,1.65,14038,United Kingdom,19.799999999999997
573078,22189,CREAM HEART CARD HOLDER,8,2011-10-27 14:13:00,3.95,12839,United Kingdom,31.6
560841,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-07-21 12:25:00,1.45,14298,United Kingdom,23.2
579885,22530,MAGIC DRAWING SLATE DOLLY GIRL ,2,2011-11-30 17:37:00,0.42,15444,United Kingdom,0.84
570677,21745,GAOLERS KEYS DECORATIVE GARDEN ,2,2011-10-11 15:10:00,3.75,12836,United Kingdom,7.5
548507,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,3,2011-03-31 14:47:00,2.95,13573,United Kingdom,8.850000000000001
553120,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-05-13 12:12:00,3.75,17139,United Kingdom,15.0
542345,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-01-27 11:55:00,1.25,15910,United Kingdom,2.5
540489,21755,LOVE BUILDING BLOCK WORD,3,2011-01-07 16:32:00,5.95,13593,United Kingdom,17.85
575610,20866,BLUE ROSE FABRIC MIRROR,12,2011-11-10 12:45:00,1.25,16628,United Kingdom,15.0
545305,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,2,2011-03-01 12:58:00,16.95,15257,United Kingdom,33.9
571709,23188,VINTAGE  2 METRE FOLDING RULER,12,2011-10-18 15:52:00,1.65,16463,United Kingdom,19.799999999999997
557892,21713,CITRONELLA CANDLE FLOWERPOT,4,2011-06-23 14:11:00,2.1,14534,United Kingdom,8.4
539450,22072,RED RETROSPOT TEA CUP AND SAUCER ,3,2010-12-17 16:53:00,3.75,15570,United Kingdom,11.25
578934,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-11-27 12:47:00,4.25,14577,United Kingdom,8.5
538836,22141,CHRISTMAS CRAFT TREE TOP ANGEL,80,2010-12-14 13:09:00,1.85,12748,United Kingdom,148.0
577749,22614,PACK OF 12 SPACEBOY TISSUES,12,2011-11-21 14:26:00,0.39,16242,United Kingdom,4.68
562132,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-08-03 09:40:00,0.85,13384,United Kingdom,10.2
572475,22090,PAPER BUNTING RETROSPOT,1,2011-10-24 13:37:00,2.95,15271,United Kingdom,2.95
565759,23404,HOME SWEET HOME BLACKBOARD,6,2011-09-06 13:46:00,4.95,12720,Germany,29.700000000000003
555260,21868,POTTING SHED TEA MUG,3,2011-06-01 15:34:00,1.25,13263,United Kingdom,3.75
577482,22375,AIRLINE BAG VINTAGE JET SET BROWN,2,2011-11-20 11:43:00,4.25,16762,United Kingdom,8.5
560231,21524,DOORMAT SPOTTY HOME SWEET HOME,4,2011-07-17 10:55:00,7.95,13305,United Kingdom,31.8
570668,22659,LUNCH BOX I LOVE LONDON,4,2011-10-11 14:34:00,1.95,17837,United Kingdom,7.8
563538,22212,FOUR HOOK  WHITE LOVEBIRDS,2,2011-08-17 11:48:00,2.1,17841,United Kingdom,4.2
555946,21245,GREEN POLKADOT PLATE ,2,2011-06-08 10:43:00,1.69,17238,United Kingdom,3.38
539985,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2010-12-23 15:16:00,3.39,15856,United Kingdom,81.36
571360,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-10-17 11:51:00,3.29,16563,United Kingdom,13.16
557798,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-06-23 09:38:00,0.85,16187,United Kingdom,8.5
552364,84991,60 TEATIME FAIRY CAKE CASES,24,2011-05-09 12:25:00,0.55,13004,United Kingdom,13.200000000000001
569493,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-10-04 13:35:00,1.25,13317,United Kingdom,15.0
562033,23175,REGENCY MILK JUG PINK ,6,2011-08-02 08:49:00,3.25,15410,United Kingdom,19.5
560357,23203,JUMBO BAG DOILEY PATTERNS,10,2011-07-18 11:42:00,2.08,15527,United Kingdom,20.8
538854,22191,IVORY DINER WALL CLOCK,2,2010-12-14 13:44:00,8.5,13102,United Kingdom,17.0
575848,23367,SET 12 COLOUR PENCILS SPACEBOY ,6,2011-11-11 12:10:00,0.65,14178,United Kingdom,3.9000000000000004
562602,23028,DRAWER KNOB CRACKLE GLAZE BLUE,12,2011-08-08 10:11:00,1.65,12865,Austria,19.799999999999997
561794,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-07-29 13:11:00,3.25,12921,United Kingdom,19.5
559300,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-07-07 12:40:00,0.55,12471,Germany,13.200000000000001
545701,48138,DOORMAT UNION FLAG,10,2011-03-06 15:17:00,6.75,17107,United Kingdom,67.5
548708,21171,BATHROOM METAL SIGN ,4,2011-04-03 12:41:00,1.45,13269,United Kingdom,5.8
580778,22818,CARD CHRISTMAS VILLAGE,12,2011-12-06 11:07:00,0.42,16949,United Kingdom,5.04
540461,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-01-07 12:44:00,0.55,15139,United Kingdom,13.200000000000001
548510,22333,RETROSPOT PARTY BAG + STICKER SET,3,2011-03-31 15:02:00,1.65,17861,United Kingdom,4.949999999999999
551277,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-04-27 13:06:00,2.95,13637,United Kingdom,11.8
577730,23298,SPOTTY BUNTING,2,2011-11-21 12:59:00,4.95,17253,United Kingdom,9.9
553831,22637,PIGGY BANK RETROSPOT ,6,2011-05-19 11:36:00,2.55,14442,Channel Islands,15.299999999999999
548987,22084,PAPER CHAIN KIT EMPIRE,1,2011-04-05 12:50:00,2.95,14535,United Kingdom,2.95
563017,23209,LUNCH BAG VINTAGE DOILY ,10,2011-08-11 12:48:00,1.65,13198,United Kingdom,16.5
565967,21121,SET/10 RED POLKADOT PARTY CANDLES,48,2011-09-08 11:27:00,1.25,14646,Netherlands,60.0
569246,21880,RED RETROSPOT TAPE,1,2011-10-03 09:57:00,0.42,14096,United Kingdom,0.42
562928,22139,RETROSPOT TEA SET CERAMIC 11 PC ,12,2011-08-10 15:29:00,4.95,15494,United Kingdom,59.400000000000006
558264,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-06-28 09:10:00,3.75,16473,United Kingdom,22.5
578270,21901,"KEY FOB , BACK DOOR ",4,2011-11-23 13:39:00,1.63,14096,United Kingdom,6.52
576861,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,2011-11-16 16:00:00,3.75,18041,United Kingdom,3.75
538662,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,24,2010-12-13 15:44:00,0.85,15159,United Kingdom,20.4
559307,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-07-07 13:02:00,3.75,15356,United Kingdom,15.0
550196,23156,SET OF 5 MINI GROCERY MAGNETS,1,2011-04-15 10:09:00,2.08,14796,United Kingdom,2.08
577507,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2011-11-20 12:42:00,2.1,14710,United Kingdom,4.2
557263,21154,RED RETROSPOT OVEN GLOVE ,200,2011-06-19 11:08:00,1.06,14646,Netherlands,212.0
566250,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2011-09-11 12:10:00,2.1,15587,United Kingdom,100.80000000000001
557208,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-06-17 11:38:00,6.25,16172,United Kingdom,25.0
580397,21876,POTTERING MUG,1,2011-12-04 11:24:00,1.65,13558,United Kingdom,1.65
579458,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1,2011-11-29 14:38:00,1.65,16549,United Kingdom,1.65
552860,22428,ENAMEL FIRE BUCKET CREAM,1,2011-05-11 16:26:00,6.95,17889,United Kingdom,6.95
568101,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2011-09-23 15:21:00,0.83,15978,United Kingdom,9.959999999999999
566281,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,12,2011-09-11 14:15:00,1.65,12748,United Kingdom,19.799999999999997
550134,47566,PARTY BUNTING,8,2011-04-14 13:50:00,4.95,16249,United Kingdom,39.6
555726,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-06-06 16:23:00,1.25,12540,Spain,15.0
547709,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-03-24 18:43:00,4.95,18109,United Kingdom,4.95
561005,21198,WHITE HEART CONFETTI IN TUBE,5,2011-07-22 14:53:00,1.65,17961,United Kingdom,8.25
569568,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,16,2011-10-05 09:57:00,0.42,12700,France,6.72
537624,20982,12 PENCILS TALL TUBE SKULLS,1,2010-12-07 14:41:00,0.85,12748,United Kingdom,0.85
575602,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,2011-11-10 12:27:00,0.65,17059,United Kingdom,1.3
544824,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2011-02-24 09:32:00,9.95,17139,United Kingdom,19.9
558909,22748,POPPY'S PLAYHOUSE KITCHEN,12,2011-07-05 09:10:00,2.1,13408,United Kingdom,25.200000000000003
560224,85049G,CHOCOLATE BOX RIBBONS ,3,2011-07-15 16:06:00,1.25,14572,United Kingdom,3.75
565129,22980,PANTRY SCRUBBING BRUSH,1,2011-09-01 12:41:00,1.65,15719,United Kingdom,1.65
574310,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-11-03 16:56:00,1.25,13467,United Kingdom,15.0
577106,21967,PACK OF 12 SKULL TISSUES,4,2011-11-17 17:18:00,0.39,14456,United Kingdom,1.56
570491,23412,HEART MIRROR ANTIQUE WHITE,1,2011-10-10 17:26:00,7.5,14395,United Kingdom,7.5
567099,23016,GLASS TWIST BON BON JAR,1,2011-09-16 13:31:00,7.85,15311,United Kingdom,7.85
539252,22610,PENS ASSORTED FUNNY FACE,72,2010-12-16 14:17:00,0.21,17744,United Kingdom,15.12
567530,22551,PLASTERS IN TIN SPACEBOY,12,2011-09-21 09:33:00,1.65,12390,Belgium,19.799999999999997
574709,22629,SPACEBOY LUNCH BOX ,3,2011-11-06 14:14:00,1.95,17768,United Kingdom,5.85
553172,23051,RECYCLED ACAPULCO MAT BLUE,4,2011-05-13 17:15:00,8.25,14031,United Kingdom,33.0
560539,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2011-07-19 12:19:00,0.55,16745,United Kingdom,26.400000000000002
544778,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-02-23 12:03:00,2.95,14978,United Kingdom,5.9
575149,21137,BLACK RECORD COVER FRAME,4,2011-11-08 15:59:00,3.75,16626,United Kingdom,15.0
536531,21333,CLASSIC WHITE FRAME,12,2010-12-01 13:23:00,2.95,15485,United Kingdom,35.400000000000006
547663,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-03-24 13:16:00,4.95,16022,United Kingdom,4.95
577320,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-11-18 13:44:00,1.65,13880,United Kingdom,19.799999999999997
578950,22555,PLASTERS IN TIN STRONGMAN,1,2011-11-27 14:40:00,1.65,17885,United Kingdom,1.65
573153,23287,RED VINTAGE SPOT BEAKER,16,2011-10-28 07:39:00,0.85,12678,France,13.6
580727,21868,POTTING SHED TEA MUG,2,2011-12-05 17:17:00,3.29,14096,United Kingdom,6.58
576597,22818,CARD CHRISTMAS VILLAGE,72,2011-11-15 14:57:00,0.36,14194,United Kingdom,25.919999999999998
551014,23137,ZINC WIRE SWEETHEART LETTER TRAY,4,2011-04-26 11:04:00,3.75,13209,United Kingdom,15.0
536538,21466,RED FLOWER CROCHET FOOD COVER,1,2010-12-01 13:54:00,3.75,14594,United Kingdom,3.75
550817,85194L,HANGING SPRING FLOWER EGG LARGE,10,2011-04-20 17:00:00,0.85,17946,United Kingdom,8.5
567721,22039,BOTANICAL LILY GIFT WRAP,100,2011-09-22 10:38:00,0.42,12409,Switzerland,42.0
559056,21401,BLUE PUDDING SPOON,24,2011-07-06 09:15:00,0.12,14645,United Kingdom,2.88
569687,23206,LUNCH BAG APPLE DESIGN,10,2011-10-05 14:53:00,1.65,13709,United Kingdom,16.5
567473,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-09-20 12:50:00,1.65,17841,United Kingdom,3.3
568060,23511,EMBROIDERED RIBBON REEL EMILY ,2,2011-09-23 13:11:00,2.08,14546,United Kingdom,4.16
563950,22961,JAM MAKING SET PRINTED,24,2011-08-22 10:39:00,1.45,12471,Germany,34.8
547418,22423,REGENCY CAKESTAND 3 TIER,1,2011-03-23 10:25:00,12.75,13148,United Kingdom,12.75
557790,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-06-22 16:33:00,2.1,14099,United Kingdom,25.200000000000003
542864,22222,CAKE PLATE LOVEBIRD WHITE,24,2011-02-01 12:03:00,1.95,13802,United Kingdom,46.8
575918,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,2011-11-11 16:58:00,2.95,17191,United Kingdom,2.95
542993,35923,CANDY HEART HANGING DECORATION,12,2011-02-02 12:02:00,1.25,16156,United Kingdom,15.0
574533,22568,FELTCRAFT CUSHION OWL,8,2011-11-04 14:24:00,3.75,12928,United Kingdom,30.0
576076,22386,JUMBO BAG PINK POLKADOT,1,2011-11-13 16:18:00,2.08,14382,United Kingdom,2.08
574920,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,2011-11-07 16:34:00,3.75,13985,United Kingdom,15.0
574555,22675,FRENCH KITCHEN SIGN BLUE METAL,2,2011-11-04 15:29:00,1.25,16426,United Kingdom,2.5
559794,22994,TRAVEL CARD WALLET RETROSPOT,24,2011-07-12 13:16:00,0.42,16700,United Kingdom,10.08
561893,23209,LUNCH BAG DOILEY PATTERN ,1,2011-07-31 14:39:00,1.65,12942,United Kingdom,1.65
558647,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-07-01 10:39:00,3.75,14868,United Kingdom,15.0
565460,22667,RECIPE BOX RETROSPOT ,6,2011-09-05 09:24:00,2.95,16843,United Kingdom,17.700000000000003
577106,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-11-17 17:18:00,2.1,14456,United Kingdom,2.1
578044,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-11-22 14:41:00,3.75,13488,United Kingdom,15.0
571715,23189,SET OF 12 FORK CANDLES,4,2011-10-18 17:04:00,2.89,17576,United Kingdom,11.56
580156,23341,PINK DINER WALL CLOCK,4,2011-12-02 10:32:00,8.5,14897,United Kingdom,34.0
566495,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,20,2011-09-13 11:14:00,1.25,15529,United Kingdom,25.0
574253,23177,TREASURE ISLAND BOOK BOX,8,2011-11-03 13:30:00,2.25,15252,United Kingdom,18.0
574898,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-11-07 15:07:00,2.08,16242,United Kingdom,20.8
541858,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-01-23 15:34:00,0.42,16983,United Kingdom,5.04
567966,21115,ROSE CARAVAN DOORSTOP,2,2011-09-23 09:26:00,6.75,16782,United Kingdom,13.5
575735,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-11-11 08:46:00,0.65,14156,EIRE,7.800000000000001
557621,21889,WOODEN BOX OF DOMINOES,12,2011-06-21 14:00:00,1.25,12444,Norway,15.0
569129,21754,HOME BUILDING BLOCK WORD,1,2011-09-30 13:40:00,6.25,15034,United Kingdom,6.25
550320,84459A,PINK METAL CHICKEN HEART ,2,2011-04-17 12:37:00,1.49,12748,United Kingdom,2.98
561195,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,3,2011-07-25 13:57:00,2.95,14796,United Kingdom,8.850000000000001
548158,20748,KENSINGTON COFFEE SET,3,2011-03-29 13:28:00,12.75,15906,United Kingdom,38.25
574833,22617,BAKING SET SPACEBOY DESIGN,3,2011-11-07 11:29:00,4.95,12827,United Kingdom,14.850000000000001
574491,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-11-04 13:05:00,1.95,16318,United Kingdom,15.6
562457,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-08-05 11:00:00,0.55,18079,United Kingdom,13.200000000000001
544154,15036,ASSORTED COLOURS SILK FAN,600,2011-02-16 12:13:00,0.65,13414,United Kingdom,390.0
548728,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-04-04 09:55:00,2.1,13198,United Kingdom,25.200000000000003
578472,22467,GUMBALL COAT RACK,12,2011-11-24 12:40:00,2.55,12476,Germany,30.599999999999998
543370,22847,BREAD BIN DINER STYLE IVORY,2,2011-02-07 14:51:00,16.95,12359,Cyprus,33.9
558328,16156S,WRAP PINK FAIRY CAKES ,25,2011-06-28 12:09:00,0.42,15146,United Kingdom,10.5
567043,79066K,RETRO MOD TRAY,24,2011-09-16 11:27:00,0.85,13268,United Kingdom,20.4
577497,22175,PINK OWL SOFT TOY,1,2011-11-20 12:22:00,2.95,17555,United Kingdom,2.95
576696,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-11-16 12:26:00,1.65,16669,United Kingdom,1.65
566562,22537,MAGIC DRAWING SLATE DINOSAUR,48,2011-09-13 12:18:00,0.42,17365,United Kingdom,20.16
569248,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-10-03 10:09:00,1.45,12886,United Kingdom,17.4
569220,20971,PINK BLUE FELT CRAFT TRINKET BOX,4,2011-10-02 13:26:00,1.25,16007,United Kingdom,5.0
543652,21242,RED RETROSPOT PLATE ,8,2011-02-11 10:15:00,1.69,15544,United Kingdom,13.52
547514,84507B,STRIPES DESIGN MONKEY DOLL,6,2011-03-23 14:00:00,2.55,17486,United Kingdom,15.299999999999999
580290,21906,PHARMACIE FIRST AID TIN,1,2011-12-02 13:35:00,6.75,17221,United Kingdom,6.75
556542,22556,PLASTERS IN TIN CIRCUS PARADE ,4,2011-06-13 12:52:00,1.65,14719,United Kingdom,6.6
577973,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-11-22 12:13:00,2.55,13798,United Kingdom,81.6
549716,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-04-11 14:43:00,0.42,14628,United Kingdom,10.08
565675,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-09-06 09:51:00,2.55,15513,United Kingdom,81.6
546237,62086A,PINK RETRO BIG FLOWER BAG,6,2011-03-10 12:50:00,1.95,16625,United Kingdom,11.7
557118,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-06-16 17:05:00,2.1,14849,United Kingdom,12.600000000000001
553006,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-05-12 16:45:00,0.85,15544,United Kingdom,10.2
555249,22478,BIRDHOUSE GARDEN MARKER ,10,2011-06-01 14:57:00,1.25,17472,United Kingdom,12.5
565649,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-09-05 16:27:00,8.5,16712,United Kingdom,17.0
551517,84378,SET OF 3 HEART COOKIE CUTTERS,3,2011-05-01 11:14:00,1.25,16931,United Kingdom,3.75
553192,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3,2011-05-15 13:27:00,3.75,15333,United Kingdom,11.25
573841,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-11-01 11:39:00,2.95,14995,United Kingdom,2.95
562804,23209,LUNCH BAG DOILEY PATTERN ,10,2011-08-09 14:48:00,1.65,13355,United Kingdom,16.5
565854,84997C,CHILDRENS CUTLERY POLKADOT BLUE,8,2011-09-07 13:22:00,4.15,12490,France,33.2
546310,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,2011-03-10 16:26:00,8.15,15291,United Kingdom,97.80000000000001
578015,22595,GINGHAM HEART DECORATION,48,2011-11-22 12:58:00,0.85,12971,United Kingdom,40.8
580301,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-12-02 14:11:00,1.65,15271,United Kingdom,19.799999999999997
550137,22692,DOORMAT WELCOME TO OUR HOME,10,2011-04-14 13:59:00,6.75,12477,Germany,67.5
563924,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2011-08-21 14:32:00,6.95,15984,United Kingdom,6.95
562574,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-08-07 12:42:00,1.65,14903,United Kingdom,9.899999999999999
560504,15056BL,EDWARDIAN PARASOL BLACK,3,2011-07-19 11:47:00,5.95,13081,United Kingdom,17.85
559898,22469,HEART OF WICKER SMALL,4,2011-07-13 12:18:00,1.65,16225,United Kingdom,6.6
578093,21499,BLUE POLKADOT WRAP,50,2011-11-22 17:21:00,0.42,14911,EIRE,21.0
578233,21902,"KEY FOB , FRONT  DOOR ",1,2011-11-23 12:20:00,0.65,14049,United Kingdom,0.65
576339,47480,HANGING PHOTO CLIP ROPE LADDER,3,2011-11-14 15:27:00,3.29,14096,United Kingdom,9.870000000000001
573248,23300,GARDENERS KNEELING PAD CUP OF TEA ,4,2011-10-28 12:09:00,1.65,14498,United Kingdom,6.6
580501,22866,HAND WARMER SCOTTY DOG DESIGN,2,2011-12-04 13:00:00,2.1,14546,United Kingdom,4.2
572121,23372,SET 36 COLOUR PENCILS DOLLY GIRL,6,2011-10-20 19:51:00,1.25,17092,United Kingdom,7.5
544406,20767,BLUE PAISLEY JOURNAL ,2,2011-02-18 13:26:00,2.55,16726,United Kingdom,5.1
581125,16216,LETTER SHAPE PENCIL SHARPENER,25,2011-12-07 12:41:00,0.06,14087,United Kingdom,1.5
554097,20675,BLUE POLKADOT BOWL,8,2011-05-22 13:01:00,1.25,12567,France,10.0
546435,22127,PARTY CONES CARNIVAL ASSORTED,12,2011-03-14 09:37:00,1.25,15671,United Kingdom,15.0
544190,85016,SET OF 6 VINTAGE NOTELETS KIT,6,2011-02-16 16:56:00,2.55,13089,United Kingdom,15.299999999999999
