CustomerID,StockCode,Description,Score
12735,22574,HEART WOODEN CHRISTMAS DECORATION,0.16325680692641406
12735,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.15533655209046324
12735,22508,DOORSTOP RETROSPOT HEART,0.15243280909587223
12735,84279B,CHERRY BLOSSOM DECORATIVE FLASK,0.15118578920369088
12738,84915,HAND TOWEL PINK FLOWER AND DAISY,0.9058961897413959
12738,21424,WOODLAND STORAGE BOX LARGE ,0.9058961897413959
12738,23360,SET 8 CANDLES VINTAGE DOILEY,0.9058961897413959
12738,21218,RED SPOTTY BISCUIT TIN,0.9040831705328701
12738,21154,RED RETROSPOT OVEN GLOVE ,0.903684867375962
12738,21212,PACK OF 72 RETROSPOT CAKE CASES,0.903635496475046
12738,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,0.9007321202309965
12738,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,0.9004585985194523
12738,21209,MULTICOLOUR HONEYCOMB FAN,0.8989007476795942
12738,22258,FELT FARM ANIMAL RABBIT,0.8989007476795942
12738,21918,SET 12 KIDS COLOUR  CHALK STICKS,0.898879407016327
12738,23286,BLUE VINTAGE SPOT BEAKER,0.8966047011515164
12738,22814,CARD PARTY GAMES ,0.8935704971836037
12738,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,0.8894621053197918
12738,84792,ENCHANTED BIRD COATHANGER 5 HOOK,0.8868546320717289
12750,85194S,HANGING SPRING FLOWER EGG SMALL,0.4453617714151233
12750,84913A,SOFT PINK ROSE TOWEL ,0.4453617714151233
12750,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,0.4453617714151233
12750,20803,SMALL PINK GLASS SUNDAE DISH,0.4453617714151233
12750,21459,YELLOW EASTER EGG HUNT START POST,0.4453617714151233
12750,21470,FLOWER VINE RAFFIA FOOD COVER,0.44382338418816675
12750,21439,BASKET OF TOADSTOOLS,0.44382338418816675
12750,21098,CHRISTMAS TOILET ROLL,0.4423008294978453
12750,22318,FIVE HEART HANGING DECORATION,0.4405075472073974
12750,22572,ROCKING HORSE GREEN CHRISTMAS ,0.43782549518660807
12750,23012,GLASS APOTHECARY BOTTLE PERFUME,0.43527680121060347
12750,15044C,PURPLE PAPER PARASOL,0.43348331685765074
12750,C2,CARRIAGE,0.41989110486518244
12750,22119,PEACE WOODEN BLOCK LETTERS,0.4173229394596396
12750,22381,TOY TIDY PINK POLKADOT,0.41638964764940406
12754,23194,GYMKHANA TREASURE BOOK BOX,0.5293098804456995
12754,22503,CABIN BAG VINTAGE PAISLEY,0.49685607523562947
12754,16216,LETTER SHAPE PENCIL SHARPENER,0.49685607523562947
12754,84388,WISE MAN STAR SHAPE EGG PAN,0.49685607523562947
12754,22783,SET 3 WICKER OVAL BASKETS W LIDS,0.49685607523562947
12754,85130C,BEADED CRYSTAL HEART BLUE  LARGE,0.49685607523562947
12754,23325,RUSTIC STRAWBERRY JAM POT SMALL,0.49685607523562947
12754,47563A,RETRO LONGBOARD IRONING BOARD COVER,0.49685607523562947
12754,23334,IVORY WICKER HEART SMALL,0.49685607523562947
12754,85230E,STRAWBRY SCENTED VOTIVE CANDLE,0.49685607523562947
12754,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,0.49685607523562947
12754,71495A,CD WALL TIDY BLUE OFFICE,0.49685607523562947
12754,16238,PARTY TIME PENCIL ERASERS,0.4968362718885945
12754,21065,BOOM BOX SPEAKER GIRLS,0.49674828565301044
12754,79164,BLACK WINE GLASS,0.49670088045588356
12759,22379,RECYCLING BAG RETROSPOT ,0.8180535003282481
12759,21380,WOODEN HAPPY BIRTHDAY GARLAND,0.7785616306425432
12759,22149,FELTCRAFT 6 FLOWER FRIENDS,0.689144980095853
12759,21088,SET/6 FRUIT SALAD PAPER CUPS,0.31535299873658207
12759,22281,EASTER TREE YELLOW BIRDS,0.23838445995870347
12759,22313,OFFICE MUG WARMER PINK,0.22298824387414995
12759,23104,IVORY CAFE HANGING LAMP ,0.22298824387414992
12759,22548,HEADS AND TAILS SPORTING FUN,0.21220941648107863
12759,22939,APRON APPLE DELIGHT,0.19699945654217943
12759,23296,SET OF 6 TEA TIME BAKING CASES,0.19489806891070036
12759,22721,SET OF 3 CAKE TINS SKETCHBOOK,0.186435925567237
12759,21981,PACK OF 12 WOODLAND TISSUES ,0.1815445938613977
12759,23007, SPACEBOY BABY GIFT SET,0.16284758830444676
12759,85032B,BLOSSOM IMAGES GIFT WRAP SET,0.15767649936829103
12759,20978,36 PENCILS TUBE SKULLS,0.15767649936829103
12763,22858,EASTER TIN KEEPSAKE,0.577325521540964
12763,85232A,SET/3 POLKADOT STACKING TINS,0.5768497487061274
12763,23235,STORAGE TIN VINTAGE LEAF,0.5685352436149611
12763,22549,PICTURE DOMINOES,0.5607359296377384
12763,22361,GLASS JAR DAISY FRESH COTTON WOOL,0.5555912814522231
12763,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,0.5541454404146506
12763,22718,CARD CAT AND TREE ,0.49999999999999994
12763,22763,KEY CABINET MA CAMPAGNE,0.32025630761017426
12763,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,0.3202316753517361
12763,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,0.24141720482508786
12763,84836,ZINC METAL HEART DECORATION,0.2141150910288757
12763,22662,LUNCH BAG DOLLY GIRL DESIGN,0.1359234404825738
12763,22616,PACK OF 12 LONDON TISSUES ,0.06359357906684217
12763,22469,HEART OF WICKER SMALL,0.06060374186629481
12763,15036,ASSORTED COLOURS SILK FAN,0.0
12764,22127,PARTY CONES CARNIVAL ASSORTED,0.5166636213546565
12764,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,0.3383303246607605
12764,85212,MINI PAINTED GARDEN DECORATION ,0.3338489304447943
12764,20716,PARTY FOOD SHOPPER BAG,0.31710099610299597
12764,22676,FRENCH BLUE METAL DOOR SIGN 1,0.3133885734215277
12764,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,0.2998646939036448
12764,21900,"KEY FOB , SHED",0.2947504504734448
12764,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,0.26287398663235884
12764,23156,SET OF 5 MINI GROCERY MAGNETS,0.25690848408441896
12764,85174,S/4 CACTI CANDLES,0.2549677140184516
12764,21397,BLUE POLKADOT EGG CUP ,0.23883257361061283
12764,22196,SMALL HEART MEASURING SPOONS,0.22363457045341711
12764,23194,GYMKHANA TREASURE BOOK BOX,0.22175987267660563
12764,21813,GARLAND WITH STARS AND BELLS,0.20422922845394062
12764,23272,TREE T-LIGHT HOLDER WILLIE WINKIE,0.192549163141704
12778,23054,RECYCLED ACAPULCO MAT LAVENDER,0.3048561577195728
12778,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,0.2872552741301585
12778,22631,CIRCUS PARADE LUNCH BOX ,0.2756756756756757
12778,22976,CIRCUS PARADE CHILDRENS EGG CUP ,0.2731565334975642
12778,21680,WOODLAND  STICKERS,0.2615571871735934
12778,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,0.22918056843021797
12778,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,0.18983159915049982
12778,23238,SET OF 4 KNICK KNACK TINS LONDON ,0.1891324011977585
12778,21217,RED RETROSPOT ROUND CAKE TINS,0.1775054707042963
12778,84029E,RED WOOLLY HOTTIE WHITE HEART.,0.16559559904146734
12778,85049H,URBAN BLACK RIBBONS ,0.16533895487005007
12778,85019B,BLOSSOM  IMAGES NOTEBOOK SET,0.1643989873053573
12778,22348,TEA BAG PLATE RED RETROSPOT,0.1538800496349755
12778,85049E,SCANDINAVIAN REDS RIBBONS,0.1520591374988239
12778,21558,SKULL LUNCH BOX WITH CUTLERY ,0.14795908857482157
12785,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,0.8289886989871542
12785,21929,JUMBO BAG PINK VINTAGE PAISLEY,0.8194613289397013
12785,22896,PEG BAG APPLES DESIGN,0.7481062052815808
12785,21424,WOODLAND STORAGE BOX LARGE ,0.6195187588861073
12785,84915,HAND TOWEL PINK FLOWER AND DAISY,0.6195187588861073
12785,23360,SET 8 CANDLES VINTAGE DOILEY,0.6195187588861073
12785,21873,IF YOU CAN'T STAND THE HEAT MUG,0.6192798852474273
12785,21218,RED SPOTTY BISCUIT TIN,0.6183432864222219
12785,21154,RED RETROSPOT OVEN GLOVE ,0.6180064932392877
12785,21212,PACK OF 72 RETROSPOT CAKE CASES,0.6162699123004619
12785,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,0.615639809311871
12785,21243,PINK  POLKADOT PLATE ,0.6152608475445276
12785,22258,FELT FARM ANIMAL RABBIT,0.6147347586517933
12785,21209,MULTICOLOUR HONEYCOMB FAN,0.6147347586517933
12785,21918,SET 12 KIDS COLOUR  CHALK STICKS,0.6147201643292088
12790,21877,HOME SWEET HOME MUG,0.9769377192855198
12790,22423,REGENCY CAKESTAND 3 TIER,0.8267816910853821
12790,22440,BALLOON WATER BOMB PACK OF 35,0.4463613371858739
12790,20803,SMALL PINK GLASS SUNDAE DISH,0.15424980029885785
12790,21459,YELLOW EASTER EGG HUNT START POST,0.15424980029885785
12790,84913A,SOFT PINK ROSE TOWEL ,0.15424980029885785
12790,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,0.15424980029885785
12790,85194S,HANGING SPRING FLOWER EGG SMALL,0.15424980029885785
12790,21470,FLOWER VINE RAFFIA FOOD COVER,0.15371698419794655
12790,21439,BASKET OF TOADSTOOLS,0.15371698419794655
12790,21098,CHRISTMAS TOILET ROLL,0.15318965165168885
12790,22572,ROCKING HORSE GREEN CHRISTMAS ,0.15163963216621415
12790,23012,GLASS APOTHECARY BOTTLE PERFUME,0.15075689915666005
12790,C2,CARRIAGE,0.14542810638399084
12790,22318,FIVE HEART HANGING DECORATION,0.14453862949943316
12792,20866,BLUE ROSE FABRIC MIRROR,0.41702882811414954
12792,85194S,HANGING SPRING FLOWER EGG SMALL,0.41702882811414954
12792,84913A,SOFT PINK ROSE TOWEL ,0.41702882811414954
12792,20803,SMALL PINK GLASS SUNDAE DISH,0.41702882811414954
12792,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,0.41702882811414954
12792,21459,YELLOW EASTER EGG HUNT START POST,0.41702882811414954
12792,21439,BASKET OF TOADSTOOLS,0.4155883097229887
12792,21470,FLOWER VINE RAFFIA FOOD COVER,0.4155883097229887
12792,21098,CHRISTMAS TOILET ROLL,0.4141626166370579
12792,22572,ROCKING HORSE GREEN CHRISTMAS ,0.40997199332131146
12792,23012,GLASS APOTHECARY BOTTLE PERFUME,0.40758544169013416
12792,C2,CARRIAGE,0.39317854974639244
12792,22119,PEACE WOODEN BLOCK LETTERS,0.3907737654155017
12792,22318,FIVE HEART HANGING DECORATION,0.3907737654155017
12792,22381,TOY TIDY PINK POLKADOT,0.38989984759207835
12793,20726,LUNCH BAG WOODLAND,0.8047114631609403
12793,21154,RED RETROSPOT OVEN GLOVE ,0.7581506770801768
12793,22814,CARD PARTY GAMES ,0.7490512021595298
12793,21424,WOODLAND STORAGE BOX LARGE ,0.7469345222575122
12793,84915,HAND TOWEL PINK FLOWER AND DAISY,0.7469345222575122
12793,23360,SET 8 CANDLES VINTAGE DOILEY,0.7469345222575122
12793,21218,RED SPOTTY BISCUIT TIN,0.7458278914745141
12793,21212,PACK OF 72 RETROSPOT CAKE CASES,0.7446761710095873
12793,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,0.7422577932553065
12793,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,0.7412420852998258
12793,22258,FELT FARM ANIMAL RABBIT,0.7411666017898221
12793,21209,MULTICOLOUR HONEYCOMB FAN,0.7411666017898221
12793,21918,SET 12 KIDS COLOUR  CHALK STICKS,0.7411490058684541
12793,23286,BLUE VINTAGE SPOT BEAKER,0.7392734528441129
12793,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,0.7333842003385133
12794,85028S,FRENCH CHATEAU SMALL FRUITBOWL,0.7071067811865475
12794,22310,IVORY KNITTED MUG COSY ,0.485071250072666
12794,22442,GROW YOUR OWN FLOWERS SET OF 3,0.4234048992199706
12794,21974,SET OF 36 PAISLEY FLOWER DOILIES,0.3630949589122067
12794,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,0.360301879288836
12794,23083,SET 6 PAPER TABLE LANTERN STARS ,0.35355339059327373
12794,22522,CHILDS GARDEN FORK BLUE ,0.275625472722316
12794,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,0.242535625036333
12794,85024B,EAU DE NILE JEWELLED PHOTOFRAME,0.242535625036333
12794,23254,CHILDRENS CUTLERY DOLLY GIRL ,0.2400480144048017
12794,22757,LARGE RED BABUSHKA NOTEBOOK ,0.21938172723813923
12794,21829,DINOSAUR KEYRINGS ASSORTED,0.2169304578186562
12794,84596E,SMALL LICORICE DES PINK BOWL,0.1980295085953349
12794,22998,TRAVEL CARD WALLET KEEP CALM,0.1933316140918632
12794,22622,BOX OF VINTAGE ALPHABET BLOCKS,0.18154747945610336
12797,22616,PACK OF 12 LONDON TISSUES ,0.9613201259764288
12797,22748,POPPY'S PLAYHOUSE KITCHEN,0.7532252347838383
12797,21703,BAG 125g SWIRLY MARBLES,0.6290008528205336
12797,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,0.10774797592137396
12797,22992,REVOLVER WOODEN RULER ,0.10508178199579138
12797,21704,BAG 250g SWIRLY MARBLES,0.10472118926639917
12797,21563,RED HEART SHAPE LOVE BUCKET ,0.09637271943928108
12797,48187,DOORMAT NEW ENGLAND,0.09631234482081742
12797,22076,6 RIBBONS EMPIRE  ,0.07114902506710889
12797,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,0.06621943034907611
12797,85116,BLACK CANDELABRA T-LIGHT HOLDER,0.05345796638372818
12797,21843,RED RETROSPOT CAKE STAND,0.04929423685272432
12797,21524,DOORMAT SPOTTY HOME SWEET HOME,0.04804244792074289
12797,48129,DOORMAT TOPIARY,0.047805433905120945
12797,21675,BUTTERFLIES STICKERS,0.043987926970842396
12802,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1.0022338160360662
12802,22309,TEA COSY RED  STRIPE,1.0022338160360662
12802,22254,FELT TOADSTOOL LARGE,1.0022338160360662
12802,84231,EASTER BUNNY WITH BASKET ON BACK,1.0022338160360662
12802,47422,ASSORTED MONKEY SUCTION CUP HOOK,1.0022338160360662
12802,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,1.0022338160360662
12802,22135,MINI LADLE LOVE HEART PINK,1.0022338160360662
12802,22760,"TRAY, BREAKFAST IN BED",1.0022338160360662
12802,23426,METAL SIGN DROP YOUR PANTS,1.0022338160360662
12802,16016,LARGE CHINESE STYLE SCISSOR,0.9972599202419625
12802,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,0.9723096200194259
12802,22110,BIRD HOUSE HOT WATER BOTTLE,0.9320585166672004
12802,22710,WRAP I LOVE LONDON ,0.7576175522201971
12802,22468,BABUSHKA LIGHTS STRING OF 10,0.7292322150145694
12802,21810,CHRISTMAS HANGING STAR WITH BELL,0.7086863276535731
12808,20712,JUMBO BAG WOODLAND ANIMALS,0.8283840496925386
12808,22862,LOVE HEART NAPKIN BOX ,0.3494549477322949
12808,79030D,TUMBLER BAROQUE,0.20175790814288705
12808,15058C,ICE CREAM DESIGN GARDEN PARASOL,0.17472963632150199
12808,21390,FILIGRIS HEART WITH BUTTERFLY,0.15835828195880228
12808,21033,JUMBO BAG CHARLIE AND LOLA TOYS,0.15612843164425716
12808,21242,RED RETROSPOT PLATE ,0.1492438255235249
12808,23079,TOADSTOOL BEDSIDE LIGHT ,0.12355098163034811
12808,20677,PINK POLKADOT BOWL,0.12143482351290251
12808,20676,RED RETROSPOT BOWL,0.11833587739258475
12808,22867,HAND WARMER BIRD DESIGN,0.11050735744491448
12808,22757,LARGE RED BABUSHKA NOTEBOOK ,0.10536463116011635
12808,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,0.10076239833746539
12808,22414,DOORMAT NEIGHBOURHOOD WITCH ,0.09692136403949059
12808,22067,CHOC TRUFFLE GOLD TRINKET POT ,0.08668910338572183
12815,22459,CAST IRON HOOK GARDEN TROWEL,0.9744188261097857
12815,21897,POTTING SHED CANDLE CITRONELLA,0.9744188261097857
12815,21733,RED HANGING HEART T-LIGHT HOLDER,0.9737916460910906
12815,22730,ALARM CLOCK BAKELIKE IVORY,0.9731298788752768
12815,82551,LAUNDRY 15C METAL SIGN,0.9697302239953536
12815,22365,DOORMAT RESPECTABLE HOUSE,0.9453251161508269
12815,82581,TOILET METAL SIGN,0.9373407524393227
12815,82552,WASHROOM METAL SIGN,0.9281092785961663
12815,21908,CHOCOLATE THIS WAY METAL SIGN,0.6055434055314304
12815,82583,HOT BATHS METAL SIGN,0.554546034642119
12815,22467,GUMBALL COAT RACK,0.4017771252009327
12815,20685,DOORMAT RED RETROSPOT,0.3496833354853853
12815,22825,DECORATIVE PLANT POT WITH FRIEZE,0.12709810775345032
12815,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,0.12700015158648711
12815,22845,VINTAGE CREAM CAT FOOD CONTAINER,0.12641910274176235
12817,23118,PARISIENNE JEWELLERY DRAWER ,0.48657048956791976
12817,21466,RED FLOWER CROCHET FOOD COVER,0.46650091710849867
12817,22357,KINGS CHOICE BISCUIT TIN,0.4503167403512646
12817,23301,GARDENERS KNEELING PAD KEEP CALM ,0.4458842618240353
12817,85019B,BLOSSOM  IMAGES NOTEBOOK SET,0.41332093139886394
12817,47567B,TEA TIME KITCHEN APRON,0.31551681457577807
12817,21680,WOODLAND  STICKERS,0.3055607858372577
12817,23054,RECYCLED ACAPULCO MAT LAVENDER,0.3048561577195728
12817,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,0.2872552741301585
12817,22631,CIRCUS PARADE LUNCH BOX ,0.2756756756756757
12817,22976,CIRCUS PARADE CHILDRENS EGG CUP ,0.2731565334975642
12817,85215,ASSORTED CHEESE FRIDGE MAGNETS,0.24892194409350668
12817,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,0.22918056843021797
12817,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,0.18983159915049982
12817,23238,SET OF 4 KNICK KNACK TINS LONDON ,0.1891324011977585
12818,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",0.8873982582640239
12818,22545,MINI JIGSAW BUNNIES,0.8651809126974003
12818,23346,SPACEBOY BEAKER,0.8632837729600964
12818,22980,PANTRY SCRUBBING BRUSH,0.8617385071688789
12818,22919,HERB MARKER MINT,0.8522295586085187
12818,23119,PACK OF 6 LARGE FRUIT STRAWS ,0.850540584846609
12818,22715,CARD WEDDING DAY,0.847700708521628
12818,21240,BLUE POLKADOT CUP,0.8476565608920628
12818,22557,PLASTERS IN TIN VINTAGE PAISLEY ,0.8378914632532749
12818,23294,SET OF 6 SNACK LOAF BAKING CASES,0.8244112576310232
12818,21058,PARTY INVITES WOODLAND,0.817411896659628
12818,22029,SPACEBOY BIRTHDAY CARD,0.7804881763180783
12818,21210,SET OF 72 RETROSPOT PAPER  DOILIES,0.7675622785035461
12818,23231,WRAP DOILEY DESIGN,0.7597275411154802
12818,22970,LONDON BUS COFFEE MUG,0.7300353842253577
12820,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,0.44181441614224576
12820,21289,LARGE STRIPES CHOCOLATE GIFT BAG,0.44181441614224576
12820,84569D,PACK 6 HEART/ICE-CREAM PATCHES,0.44181441614224576
12820,84569A,PACK 3 IRON ON DOG PATCHES,0.44181441614224576
12820,22305,COFFEE MUG PINK PAISLEY DESIGN,0.4416393323707066
12820,22483,RED GINGHAM TEDDY BEAR ,0.44100698278272177
12820,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,0.4407414712430136
12820,22935,BAKING MOULD ROSE MILK CHOCOLATE,0.44024611518927426
12820,21539,RED RETROSPOT BUTTER DISH,0.4392609883078882
12820,23124,18PC WOODEN CUTLERY SET DISPOSABLE,0.4373739575522201
12820,23166,MEDIUM CERAMIC TOP STORAGE JAR,0.4348959278121919
12820,22842,BISCUIT TIN VINTAGE RED,0.4272290428378648
12820,22604,SET OF 4 NAPKIN CHARMS CUTLERY,0.42053544174836716
12820,21165,BEWARE OF THE CAT METAL SIGN ,0.4176508242562057
12820,22940,FELTCRAFT CHRISTMAS FAIRY,0.41026351161524993
12826,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,0.9182430617242483
12826,20726,LUNCH BAG WOODLAND,0.8049968744126788
12826,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,0.7657326651571313
12826,21154,RED RETROSPOT OVEN GLOVE ,0.7581506770801768
12826,22814,CARD PARTY GAMES ,0.7565991136319117
12826,21424,WOODLAND STORAGE BOX LARGE ,0.7469345222575122
12826,84915,HAND TOWEL PINK FLOWER AND DAISY,0.7469345222575122
12826,23360,SET 8 CANDLES VINTAGE DOILEY,0.7469345222575122
12826,21218,RED SPOTTY BISCUIT TIN,0.7458278914745141
12826,21212,PACK OF 72 RETROSPOT CAKE CASES,0.7447964905113031
12826,84997C,CHILDRENS CUTLERY POLKADOT BLUE,0.7424176347692891
12826,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,0.7413932456655141
12826,22258,FELT FARM ANIMAL RABBIT,0.7411666017898221
12826,21209,MULTICOLOUR HONEYCOMB FAN,0.7411666017898221
12826,21918,SET 12 KIDS COLOUR  CHALK STICKS,0.7411490058684541
12828,85169A,IVORY LOVE BIRD CANDLE,0.0810574008582977
12828,22674,FRENCH TOILET SIGN BLUE METAL,0.0716114874039433
12828,84078A,SET/4 WHITE RETRO STORAGE CUBES ,0.06900655593423542
12828,22193,RED DINER WALL CLOCK,0.05096471914376255
12828,82486,WOOD S/3 CABINET ANT WHITE FINISH,0.039374961547907886
12828,22666,RECIPE BOX PANTRY YELLOW DESIGN,0.03631826996128628
12828,85066,CREAM SWEETHEART MINI CHEST,0.031465838776377625
12828,22084,PAPER CHAIN KIT EMPIRE,0.03051390988486767
12828,22499,WOODEN UNION JACK BUNTING,0.018081231590790597
12828,21754,HOME BUILDING BLOCK WORD,0.018022406769274926
12828,47566,PARTY BUNTING,0.007331151509075238
12828,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",0.007252138846500743
12828,71459,HANGING JAM JAR T-LIGHT HOLDER,0.0038437380540260273
12828,15034,PAPER POCKET TRAVELING FAN ,0.0
12828,15036,ASSORTED COLOURS SILK FAN,0.0
12830,21136,PAINTED METAL PEARS ASSORTED,0.0983707675321699
12830,23310,BUBBLEGUM RING ASSORTED,0.07854527391742705
12830,22560,TRADITIONAL MODELLING CLAY,0.06851387058224884
12830,21675,BUTTERFLIES STICKERS,0.06538270465483176
12830,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,0.05956967417918031
12830,22897,OVEN MITT APPLES DESIGN,0.058003850536191136
12830,21906,PHARMACIE FIRST AID TIN,0.053280736344864466
12830,22945,CHRISTMAS METAL TAGS ASSORTED ,0.053280736344864466
12830,22956,36 FOIL HEART CAKE CASES,0.04816514534443086
12830,23193,BUFFALO BILL TREASURE BOOK BOX,0.04645182917439897
12830,20973,12 PENCIL SMALL TUBE WOODLAND,0.0451981376066088
12830,21439,BASKET OF TOADSTOOLS,0.04115708256217693
12830,20803,SMALL PINK GLASS SUNDAE DISH,0.04101491604907172
12830,84913A,SOFT PINK ROSE TOWEL ,0.04101491604907172
12830,21459,YELLOW EASTER EGG HUNT START POST,0.04101491604907172
12831,22109,FULL ENGLISH BREAKFAST PLATE,0.8213655176019717
12831,16045,POPART WOODEN PENCILS ASST,0.16606805534831326
12831,21129,SILVER FISHING GNOME ,0.16606805534831326
12831,22738,RIBBON REEL SNOWY VILLAGE,0.16606805534831326
12831,22444,GROW YOUR OWN PLANT IN A CAN ,0.16549441613733745
12831,15034,PAPER POCKET TRAVELING FAN ,0.1635831064016904
12831,22432,WATERING CAN PINK BUNNY,0.13909956225453543
12831,22348,TEA BAG PLATE RED RETROSPOT,0.12435385895567279
12831,23020,GLASS  SONGBIRD STORAGE JAR,0.11742784807525519
12831,23153,ZINC SWEETHEART WIRE LETTER RACK,0.11563495121662186
12831,21479,WHITE SKULL HOT WATER BOTTLE ,0.10671125757521217
12831,21989,PACK OF 20 SKULL PAPER NAPKINS,0.10441612354072154
12831,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,0.10169549954491061
12831,22435,SET OF 9 HEART SHAPED BALLOONS,0.09908503866677301
12831,85049H,URBAN BLACK RIBBONS ,0.09543860912890526
12832,23311,VINTAGE CHRISTMAS STOCKING ,0.9632047362672582
12832,22616,PACK OF 12 LONDON TISSUES ,0.9613201259764288
12832,22748,POPPY'S PLAYHOUSE KITCHEN,0.7532252347838383
12832,84050,PINK HEART SHAPE EGG FRYING PAN,0.7285795788218037
12832,82482,WOODEN PICTURE FRAME WHITE FINISH,0.701726100080598
12832,21703,BAG 125g SWIRLY MARBLES,0.6290008528205336
12832,21933,PINK VINTAGE PAISLEY PICNIC BAG,0.38882956629887144
12832,22348,TEA BAG PLATE RED RETROSPOT,0.3717288343611541
12832,21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.307026437510076
12832,21278,VINTAGE KITCHEN PRINT PUDDINGS,0.12314332989128728
12832,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,0.10774797592137396
12832,22992,REVOLVER WOODEN RULER ,0.10508178199579138
12832,21704,BAG 250g SWIRLY MARBLES,0.10472118926639917
12832,21563,RED HEART SHAPE LOVE BUCKET ,0.09637271943928108
12832,48187,DOORMAT NEW ENGLAND,0.09631234482081742
12833,22183,CAKE STAND VICTORIAN FILIGREE MED,0.3099764656432308
12833,21056,DOCTOR'S BAG SOFT TOY,0.2922486144860898
12833,21658,GLASS  BEURRE DISH,0.28570978666639646
12833,20979,36 PENCILS TUBE RED RETROSPOT,0.2530947243657587
12833,84884A,ANT WHITE WIRE HEART SPIRAL,0.24090787037023523
12833,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,0.23432018296421314
12833,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,0.20665097709548721
12833,85130A,BEADED PEARL HEART WHITE LARGE,0.20665097709548721
12833,21494,ROTATING LEAVES T-LIGHT HOLDER,0.20665097709548721
12833,22048,BIRTHDAY BANQUET GIFT WRAP,0.20665097709548721
12833,84949,SILVER HANGING T-LIGHT HOLDER,0.2051977407171803
12833,23356,LOVE HOT WATER BOTTLE,0.20349581506415565
12833,21445,12 PINK ROSE PEG PLACE SETTINGS,0.19604633049630799
12833,22921,HERB MARKER CHIVES ,0.19307744316907988
12833,22835,HOT WATER BOTTLE I AM SO POORLY,0.1884005158059933
12836,20749,ASSORTED COLOUR MINI CASES,0.743705358231343
12836,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,0.21879748724684178
12836,21439,BASKET OF TOADSTOOLS,0.14535866438467673
12836,84510A,SET OF 4 ENGLISH ROSE COASTERS,0.14246420411550567
12836,22318,FIVE HEART HANGING DECORATION,0.142146555473226
12836,21459,YELLOW EASTER EGG HUNT START POST,0.14002800840280097
12836,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,0.14002800840280097
12836,85194S,HANGING SPRING FLOWER EGG SMALL,0.14002800840280097
12836,22038,BOTANICAL LAVENDER GIFT WRAP ,0.14002800840280097
12836,21332,MOROCCAN BEATEN METAL MIRROR,0.14002800840280097
12836,84913A,SOFT PINK ROSE TOWEL ,0.14002800840280097
12836,20826,SILVER APERITIF GLASS,0.14002800840280097
12836,20803,SMALL PINK GLASS SUNDAE DISH,0.14002800840280097
12836,21470,FLOWER VINE RAFFIA FOOD COVER,0.13954431780928966
